id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
11,Star Wars,8.204,19155,Released,1977-05-25,775398007,121,False,/zqkmTXzjkAgXmEWLRsY4UpTWCeo.jpg,11000000,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,tt0076759,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,88.559,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,A long time ago in a galaxy far, far away...,Adventure, Action, Science Fiction,Lucasfilm Ltd., 20th Century Fox,United States of America,English,empire, galaxy, rebellion, android, hermit, smuggling (contraband), freedom, rebel, rescue mission, space, planet, desert, super power, oppression, space opera, wizard, totalitarianism
140607,Star Wars: The Force Awakens,7.293,18352,Released,2015-12-15,2068223624,136,False,/8BTsTfln4jlQrLXUBquXJ0ASQy9.jpg,245000000,http://www.starwars.com/films/star-wars-episode-vii,tt2488496,en,Star Wars: The Force Awakens,Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.,66.772,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,Every generation has a story.,Adventure, Action, Science Fiction,Lucasfilm Ltd., Bad Robot,United States of America,English,android, spacecraft, space opera
330459,Rogue One: A Star Wars Story,7.488,14354,Released,2016-12-14,1056057273,133,False,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,200000000,http://www.starwars.com/films/rogue-one,tt3748528,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,33.1,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,A Rebellion Built on Hope,Action, Adventure, Science Fiction,Lucasfilm Ltd.,United States of America,English,rebellion, spacecraft, rebel, space battle, space travel, prequel, female protagonist, space western, suicide mission, robot, spin off, space opera, alien language, against the odds, blind man
181808,Star Wars: The Last Jedi,6.825,14312,Released,2017-12-13,1332698830,152,False,/5Iw7zQTHVRBOYpA0V6z0yypOPZh.jpg,200000000,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,tt2527336,en,Star Wars: The Last Jedi,Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.,47.241,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,Darkness rises... and light to meet it,Adventure, Action, Science Fiction,Lucasfilm Ltd.,United States of America,English,bunker, space battle, defeat, failure, sequel, space opera, military operation
1893,Star Wars: Episode I - The Phantom Menace,6.5,13550,Released,1999-05-19,924317558,136,False,/wDe8LzwuvHYYiuwyNfxdYQq8ti4.jpg,115000000,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,tt0120915,en,Star Wars: Episode I - The Phantom Menace,Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.,46.845,/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Adventure, Action, Science Fiction,Lucasfilm Ltd.,United States of America,English,galaxy, senate, taskmaster, prophecy, queen, apprentice, taxes, space opera
1895,Star Wars: Episode III - Revenge of the Sith,7.411,12753,Released,2005-05-17,850000000,140,False,/5vDuLrjJXFS9PTF7Q1xzobmYKR9.jpg,113000000,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,41.215,/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,The saga is complete.,Adventure, Action, Science Fiction,Lucasfilm Ltd.,United States of America,English,showdown, cult figure, vision, hatred, dream sequence, expectant mother, space opera, chancel
1894,Star Wars: Episode II - Attack of the Clones,6.6,12288,Released,2002-05-15,649398328,142,False,/abwxHfymXGAbbH3lo9PDEJEfvtW.jpg,120000000,,tt0121765,en,Star Wars: Episode II - Attack of the Clones,Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.,42.55,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Adventure, Action, Science Fiction,Lucasfilm Ltd.,United States of America,English,army, laser gun, senate, investigation, cult figure, wedding, kendo, space opera, spaceport, teenage rebellion, good becoming evil, alien race, mechanical hand
181812,Star Wars: The Rise of Skywalker,6.365,9047,Released,2019-12-18,1074144248,142,False,/jOzrELAzFxtMx2I4uDGHOotdfsS.jpg,250000000,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,tt2527338,en,Star Wars: The Rise of Skywalker,The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.,89.699,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,Every generation has a legend,Adventure, Action, Science Fiction,Lucasfilm Ltd., Bad Robot,United States of America,English,space opera
348350,Solo: A Star Wars Story,6.563,7904,Released,2018-05-15,392952373,135,False,/ojHCeDULAkQK25700fhRU75Tur2.jpg,250000000,https://www.starwars.com/films/solo,tt3778644,en,Solo: A Star Wars Story,Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.,55.759,/3IGbjc5ZC5yxim5W0sFING2kdcz.jpg,Never tell him the odds.,Science Fiction, Adventure, Action,Lucasfilm Ltd., Allison Shearmur Productions, Imagine Entertainment,United States of America,English,spacecraft, smuggling (contraband), prequel, spin off, space opera
12180,Star Wars: The Clone Wars,6.1,1827,Released,2008-08-05,68282844,98,False,/xEdnGUc8KeZ7h0eEgSN3ERhjgL0.jpg,8500000,https://www.lucasfilm.com/productions/star-wars-the-clone-wars/,tt1185834,en,Star Wars: The Clone Wars,As the Clone Wars sweep through the galaxy, the heroic Jedi Knights struggle to maintain order and restore peace. More and more systems are falling prey to the forces of the dark side as the Galactic Republic slips further and further under the sway of the Separatists and their never-ending droid army. Anakin Skywalker and his Padawan learner Ahsoka Tano find themselves on a mission with far-reaching consequences, one that brings them face-to-face with crime lord Jabba the Hutt. But Count Dooku and his sinister agents, including the nefarious Asajj Ventress, will stop at nothing to ensure that Anakin and Ahsoka fail at their quest. Meanwhile, on the front lines of the Clone Wars, Obi-Wan Kenobi and Master Yoda lead the massive clone army in a valiant effort to resist the forces of the dark side...,19.221,/iJQfixW818LUdSXlCDL3JZm0S0g.jpg,Prepare to see Star Wars like you've never seen it before.,Animation, Action, Science Fiction, Adventure,Lucasfilm Ltd., Lucasfilm Animation, Warner Bros. Pictures,United States of America,English,android, clone army, separatists
74849,The Star Wars Holiday Special,3.334,419,Released,1978-12-01,0,97,False,/ae9xlnkS2qb5Dy9Mtlu68AWh42O.jpg,0,,tt0193524,en,The Star Wars Holiday Special,Luke Skywalker and Han Solo battle evil Imperial forces to help Chewbacca reach his imperiled family on the Wookiee planet - in time for Life Day, their most important day of the year!,11.853,/eRSKviGcTqHd34vCLjcztJF6Eaw.jpg,A long time ago, in a galaxy far, far away...,Fantasy, Science Fiction, Family, TV Movie,20th Century Fox Television, Smith-Hemion Productions, Winters Hollywood Entertainment Holdings Corporation, Lucasfilm Ltd.,United States of America,English,holiday, talk show, musical, space, drunk, space opera, variety show
732670,LEGO Star Wars Holiday Special,6.6,286,Released,2020-11-17,0,44,False,/1Lhc32P0a62BgMFgd20wXR1osR3.jpg,0,https://www.disneyplus.com/movies/lego-star-wars-holiday-special/22xf1U47vVe0,tt12885438,en,LEGO Star Wars Holiday Special,As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?,12.071,/zyzJSI7UZZzz5Toj10rYGF5689z.jpg,To: Luke. From: Your father.,Animation, Family, Adventure, Comedy, Science Fiction, Action, TV Movie,Lucasfilm Ltd., LEGO, Atomic Cartoons,Canada, Denmark, United States of America,English,holiday, christmas, lego, short film
42979,Robot Chicken: Star Wars,7.2,232,Released,2007-07-17,0,23,False,/l3OSKCM0oBOGuioC2jeaeeV8m4I.jpg,0,,tt1020990,en,Robot Chicken: Star Wars,A series of 30 sketches, following the hilarious antics of various characters from a galaxy, far, far away.,6.272,/h44WN4mVJ6wEpJgLaaNoFjv0NAo.jpg,Spend Father's Day with who really raised you... Star Wars.,Animation, Comedy, Science Fiction, Action, TV Movie,Lucasfilm Ltd., Stoopid Monkey, Sony Pictures Digital, ShadowMachine,United States of America,German, English,
